id_l,id_r
1613,12311
1613,50589
2221,63521
2077,11311
2077,14204
2090,43598
1928,32756
2183,38178
2183,49364
1592,32418
1121,23585
1121,30001
2219,30681
2219,24605
2219,11063
2179,49303
169,64151
169,18130
169,38543
2232,46988
1185,19914
1376,58653
1376,52766
1376,52478
1376,19352
1376,7105
1376,13981
2238,61518
2238,10560
1863,4228
1863,7855
1399,12337
1399,49325
1399,27500
1399,49935
1399,45647
1096,52388
1911,24609
1911,27620
1911,32684
1911,42792
1911,32712
1911,8371
1911,49787
1911,45906
2162,33699
1919,41153
2048,33906
2042,13304
180,65921
2587,10599
2068,55052
131,31365
131,48617
131,60776
131,44430
2202,24854
1146,18220
2189,14193
2189,2713
2114,3250
2201,53331
2201,40959
1178,17013
1346,42044
1346,64274
1259,28693
2606,14986
2145,64212
1550,20834
1990,66080
1990,32733
1990,58494
1990,7439
1990,51138
1990,14864
1990,53510
1990,31138
1990,3274
1990,52060
1990,12602
1454,53952
1454,65996
2595,49448
1222,19747
1222,66140
1222,50606
1481,48705
231,11650
1606,40986
1606,9893
2182,62564
2182,10614
2182,5895
2121,19317
2049,43001
1170,56997
1601,36224
1300,39085
1901,43434
1901,28651
1411,35079
2074,62465
170,63605
170,51614
170,59864
170,54018
170,58296
170,3848
2079,7989
1362,29150
1362,4492
36,53713
1328,58141
1032,6456
1032,60751
1032,2978
1157,17835
1157,9438
2223,58181
1802,19695
1756,3095
1042,62238
1042,9799
1042,8615
1432,9313
1432,63121
1432,4679
2246,53951
2246,43803
2246,31137
2246,32737
2246,8046
1114,20608
1114,18457
1265,48709
1166,4504
2609,11366
1518,20014
1920,4783
1684,26414
2065,27565
1591,24387
1591,33055
101,50380
101,29278
101,24528
101,47378
101,12439
1823,27955
1823,23516
1823,27459
1884,56597
1884,58303
1884,50651
1884,49420
1988,18743
1988,14668
1647,21294
1647,6630
1647,5210
1647,63004
1647,8489
1762,26787
1762,34138
123,13079
123,10024
1049,36936
2034,16407
2034,12853
145,38959
5,15039
5,44208
5,38235
5,46338
2086,32212
22,43287
22,39155
2017,48638
2017,54933
1859,51896
1614,12254
2140,26559
80,25549
80,28226
77,62449
1610,35057
1815,29921
234,41268
234,56877
2030,21016
1142,65969
1142,51323
1142,8649
1142,62711
1142,4128
1142,56135
2021,25739
2021,30155
69,10420
69,14751
69,10706
28,20370
1641,5184
1383,55737
1383,18802
2108,18023
1585,32923
1585,42625
1661,22106
1661,19354
1661,23837
1661,6024
1661,13871
1981,26694
1981,21073
1792,62424
1792,24735
1792,61142
1799,54128
1799,48522
1799,56184
1799,60652
2169,9342
2169,61644
2169,47900
2193,13677
2193,37451
2193,20876
2193,54167
1917,19826
1917,49682
1917,63857
1552,28749
1552,53443
1902,18664
1902,31516
1902,20863
1447,61739
1447,21808
1447,18333
1447,14964
1447,52410
1447,63907
2589,57850
150,42958
150,35836
1735,30066
1735,10491
1278,10172
1566,54311
1738,34100
1738,60865
2210,17054
1098,62886
1697,42814
1632,13664
1034,15570
1034,30661
2235,18052
2235,32504
1577,65887
1577,4346
1717,7486
1417,62789
1417,9393
1417,59785
1417,22376
1515,14442
2113,33024
2113,18726
1558,10729
1558,18225
1558,17512
1703,30936
1703,59033
1703,24673
1703,6198
1703,6483
1703,63092
1703,55569
1703,60857
1215,3122
1215,17963
1215,49981
1215,36808
179,4299
2138,44753
2188,17372
2188,16350
2188,22387
2188,9612
2188,4187
2188,30723
56,16380
56,6014
56,22103
1452,60569
1623,40669
1935,9722
1935,65232
1935,8998
1935,5703
1935,17908
1935,5684
1935,54104
1935,13229
1871,16613
1871,22626
1101,37134
1644,53513
1569,29660
1569,21375
1387,28087
2119,38827
2119,43109
1348,46518
1348,20072
1348,24219
1334,59507
1334,13370
1977,37216
1977,23227
1977,25020
1977,31088
1977,19522
1946,10250
1946,62969
85,24442
82,63634
82,11158
82,62507
82,6494
1790,55276
1790,15856
1790,44672
1790,57720
1790,59291
1790,56591
1790,24380
1790,64001
2012,39323
2012,48029
1429,20452
1912,23018
1912,38346
1912,39508
1912,28032
1912,12539
1912,50146
1912,18967
1912,14631
1912,65089
1912,42318
20,39832
20,16816
97,16326
2019,65299
2019,40830
2019,62688
125,62897
125,32075
2076,53450
1442,52591
2097,50046
2244,8624
2596,20190
1954,30143
1954,34489
1954,21266
1954,64571
1954,52364
1954,63650
1954,47155
1954,62985
1954,36718
1954,4508
1954,6294
1954,35599
1954,66463
1954,54714
1954,25142
2095,52822
137,61869
137,52728
1969,45266
1969,47996
1969,42432
1327,29450
1963,29213
1963,17980
1963,43817
1963,27358
1963,44152
1963,25667
1690,58560
1690,60779
2013,44321
1620,48245
1620,44147
2100,19120
1838,16758
2165,48400
1340,56587
1340,43692
2094,56251
244,13156
244,26101
156,18862
156,22875
39,8090
39,5169
39,12476
1608,33949
2029,19665
2125,29088
2125,21679
2167,27380
1904,19398
1904,6544
1904,6273
2103,52812
2103,56047
2103,42883
2211,2796
2211,56120
2004,6712
1672,5760
1134,2632
1275,28296
1883,53074
1883,22040
1173,17708
24,46444
24,13759
24,35082
24,35866
24,47607
24,34166
142,30671
142,26784
2150,65735
2005,30076
2198,39777
2066,56009
1985,48643
1985,59429
1985,49541
1985,44376
1468,61684
1468,64203
1468,52726
2230,47256
2230,57163
1598,37242
1598,66107
1598,63190
1598,9321
2118,22985
184,53592
1726,14445
1412,41298
1412,59256
1412,45408
1589,48572
1589,44252
1589,58819
1434,55833
1434,66810
67,22922
67,57416
1423,4799
1423,17948
1470,14898
1470,9225
1470,21955
1880,32840
1880,42556
2185,23258
1886,65863
1338,17705
1338,18436
1263,5289
2031,44185
1506,38169
1506,49272
1344,65681
2099,32977
1426,14570
1361,28994
1554,55360
1554,57373
1554,39423
1554,66226
89,8548
89,58073
65,39122
65,38631
65,44125
1546,54966
1439,36336
1439,7705
1145,12023
1145,54898
1145,48305
103,18166
254,11331
254,36699
254,3466
254,3424
254,5699
254,14259
254,7396
254,66400
2123,17975
2122,15490
2218,16961
2152,55928
2152,66549
1418,48931
1197,11428
1197,15765
86,22656
86,51249
86,47242
2231,54242
2043,58033
2220,60790
2220,53047
2146,35061
2146,22227
2146,26514
2146,31523
1889,3626
153,32527
2584,38194
1848,55501
1639,32965
1639,58157
1639,28345
1639,38041
1639,38748
1639,41082
1505,60100
1505,60491
2078,3154
2085,7825
2085,3204
1489,15467
49,47775
49,37528
49,52633
49,50594
49,21997
1485,34999
1931,60658
1931,64691
1931,57176
1931,53351
1931,31880
1745,19234
1745,31741
2129,63220
2116,38783
1805,41276
1805,35706
1805,47890
1805,39910
1805,26686
1805,7447
1805,44314
1805,52089
53,47725
1239,12313
2217,39471
1137,29522
2007,44242
1355,50531
1355,13203
1466,14132
1466,41355
2184,62614
2184,63717
2241,26584
2241,30229
1914,24062
1350,11449
1350,28760
2082,52928
1715,31564
1715,21651
1715,35259
1476,40381
1476,31565
1817,65431
1817,56505
1817,58948
1337,55403
1254,22920
1254,16114
1254,20221
2089,61978
1297,28212
1107,19595
1393,26387
2133,38304
2134,50361
2134,46748
2055,54313
2055,56840
2579,7292
2579,57591
2579,3891
2579,4513
2579,24881
2579,18459
2579,52055
2579,46013
2579,6579
1408,37221
1408,40134
1753,66354
1753,6737
2164,44739
1280,23825
1280,51905
2110,29879
1853,20122
1415,39061
1700,21658
1700,35128
2135,59137
2224,38469
2101,33097
2101,7254
2101,29466
191,16340
43,66251
1995,10648
1995,2629
135,22854
135,28018
135,18679
135,11896
2581,43090
2581,33136
2581,26177
2581,50242
2581,12398
2581,29719
2581,31714
2581,60693
2581,13626
176,34379
1087,41723
2046,9671
140,17422
1890,36994
1890,51280
1058,42528
2225,51470
1045,43381
1045,44801
1045,57254
2229,10854
2229,21781
2091,38597
47,15311
1207,22815
1207,16436
2000,43250
1575,25585
2059,36497
1474,40947
1474,56482
236,51551
236,43522
236,43544
236,46941
2016,43841
1879,41522
1895,15277
2143,35290
31,31538
31,50198
31,63359
2084,14962
2117,65849
1316,12491
2214,4170
1211,38927
1211,42800
1130,47163
2105,9866
243,40828
26,57477
26,56394
26,59823
26,52530
26,20801
26,54788
13,52483
13,55763
2180,50435
2180,36811
2180,41209
2180,39676
2107,12734
2107,57976
1927,62783
1927,64365
1070,19898
2160,56094
1713,25094
1359,25215
1359,21574
1359,49280
2213,25137
2226,31347
2226,21214
2226,13452
1122,43103
1122,25490
1122,26927
1122,34929
1164,19655
1164,35986
1164,48502
1164,58872
1164,44268
1149,61490
1149,10764
1788,52442
1788,58230
1041,60099
1041,54980
2075,8632
2075,63879
2075,52628
1268,25187
1268,18438
1268,19071
1268,11031
200,7938
1194,52588
1194,46648
228,21254
228,33111
2064,48457
2064,43772
2591,42217
1224,60115
1430,62978
1430,50258
1818,58295
1036,59583
1036,26967
1036,13212
1036,38818
233,54239
2025,16902
2025,43325
17,47015
17,40468
17,38530
113,41700
1374,51525
1374,45880
2039,21215
2039,24151
1617,3788
1617,8253
1813,12720
1813,59774
1813,29787
1813,56690
1813,9646
1813,15988
1088,52936
1088,38911
1088,44378
1088,57026
1565,25329
2024,51205
1388,18832
1388,27738
1388,18935
1388,53256
1388,22958
1388,59037
1388,32322
1965,11864
1582,8690
1582,53311
1582,4967
1783,6867
1783,2872
1939,31942
2204,27646
1737,55807
1737,7918
62,25385
2168,13286
2168,18458
2194,24984
2194,23729
2194,30462
2151,48918
1842,10158
1460,21598
1177,27033
139,61098
1844,65462
1636,60012
1636,26579
1678,13649
1678,23306
1678,66844
1231,45160
9,38174
9,54350
9,51529
9,47661
161,12361
2018,34653
1659,49678
2050,21585
2050,35210
2050,27921
1054,2630
1054,6671
1054,11801
1054,15291
1436,6819
1436,23340
1436,15037
1282,36647
1874,30018
1874,25117
72,14824
72,49961
72,10750
72,8438
72,34979
72,16366
72,37653
72,31993
72,39826
72,61329
72,41946
72,49403
72,42110
72,56234
249,54544
249,55974
249,14236
2062,20544
2060,41264
2060,40597
2124,16977
1500,37521
1595,26091
1595,36909
1062,44238
1464,54256
1113,25931
1785,13955
1117,13727
1811,8137
1811,17722
1384,21208
1384,32945
1384,42859
1384,24152
1384,4924
1635,9807
1250,44065
1250,58731
1776,40218
45,21863
79,58785
79,54507
79,50747
167,39719
167,44432
167,53549
167,34984
1266,37378
1266,27128
2203,61140
1125,6759
1125,15871
1656,38306
1656,41840
1534,23082
1850,45665
2128,66101
2147,12789
1158,34591
1651,58340
1651,45905
1248,64106
1248,9419
2006,63238
2001,51193
2106,53922
1996,27759
1996,43225
1996,32355
1996,21408
1996,15786
1996,25533
1163,21568
1163,34254
1201,64379
1201,24772
2205,57586
1083,5127
1333,66392
1473,8317
1473,56395
1473,60872
1906,61553
1906,10019
1241,56400
1241,7320
1312,65279
1312,8396
1312,53576
1312,63072
2061,44918
1353,14605
1353,63361
246,7755
1533,12629
1787,13530
2234,45304
1854,61802
1896,54949
1896,66578
2247,45929
2247,49788
2247,36661
2027,12453
2002,14853
2002,13392
2002,3411
1212,40483
1212,5834
1212,30386
1212,34349
1212,20924
251,28241
1445,47159
2111,30137
1950,51100
2176,7237
2176,59830
2176,55880
2069,60855
1957,48932
1957,47708
108,26050
108,25828
2613,32540
1304,43843
2190,15197
2190,7694
2190,5721
2087,47568
2087,50804
1046,14867
1046,12019
1602,30308
1602,63033
1602,40443
1357,46201
1731,27989
1731,5061
1371,65100
1521,15354
1521,56033
1728,51626
1728,51064
1728,61745
1728,64960
1728,48830
55,21256
1579,16539
1538,36189
1562,3653
1562,7923
1562,17396
1330,56824
1330,66176
2126,65545
2126,57710
2126,54019
2126,38273
2132,29143
2132,30114
189,20056
1670,4805
1670,44239
1670,8878
1670,11039
1499,41224
1499,58925
1674,34866
1674,55664
1674,62082
1674,61341
1674,48258
1674,7409
1674,19944
1674,3449
1674,27805
1674,57170
1674,52707
1674,66534
1778,47778
0,12842
0,62611
0,19226
0,49164
2602,64277
2602,2965
1949,36771
1110,49809
1110,38070
1457,4306
1457,16571
1457,13806
1457,7985
1457,22910
1031,25111
1342,13463
2163,36582
1364,6529
2195,21004
104,60505
104,48463
1525,31153
1525,43197
2171,27938
2571,52432
2571,35342
1257,65920
2052,13864
1953,26785
1953,22874
1953,60134
1953,64358
1953,20247
1953,18423
1953,28713
1953,16388
1953,4066
1953,37859
1953,57667
2142,31040
1405,8856
1309,9272
1830,2759
1830,36609
1830,29656
1830,46773
1830,33698
1781,56069
2009,59325
2144,5027
2144,25574
2144,16413
1292,10126
2045,57924
1769,2998
1769,15647
1077,31889
1077,31761
1711,24664
1711,10404
1711,21798
2141,14110
2141,24982
115,36803
115,44907
2139,33816
1723,24786
1723,28716
2127,5755
1824,14169
1824,33442
1824,53484
1824,16078
1873,12718
1873,28937
1873,23614
1873,30562
1873,16867
1873,5092
1873,63469
1873,8696
149,47281
1820,46129
1867,35036
2614,14323
2614,4646
2614,18111
2614,26796
2614,29266
2614,24109
1315,16543
2071,11993
2071,44679
2071,52181
2237,16829
2237,66246
1424,56083
1424,49925
1424,42304
1424,33512
1424,65861
1424,25826
1424,46390
1424,35856
1424,50130
1424,59112
1424,31358
1424,54591
1424,16813
1050,50868
1188,3535
1188,55637
1188,14837
1188,12535
2187,35185
2187,38668
2187,30612
2187,66624
174,24736
1561,62240
1561,66460
2155,34037
2155,42593
1732,17886
1732,24850
1732,30812
2153,55282
2153,13594
2153,4876
2067,36911
1847,62784
2583,62847
2583,9575
2583,41373
2093,10296
1642,32776
1109,23152
1109,12228
1743,62097
1743,23629
2611,64826
2611,18328
2611,61703
1751,43274
1751,26874
119,47667
1237,17885
241,24239
241,15697
241,7133
241,11694
111,16469
111,21148
111,18944
2058,33827
1681,43516
1755,54948
1085,21533
205,20282
126,24776
155,64044
19,22552
19,51428
19,59615
19,60625
19,23103
19,23824
19,50466
19,28584
19,13860
19,36879
19,21832
19,30289
19,5337
19,36400
19,21350
19,7675
2023,24667
1366,57288
2159,43898
173,34841
1800,31154
1800,40140
1800,60077
1800,44365
1800,56315
1800,39237
2177,30674
1686,18439
1686,13642
1686,7798
1828,27900
1828,9689
163,4406
163,63191
163,30369
163,57699
163,65386
1970,35669
1970,32171
1760,15334
1072,13624
1072,26265
1072,22674
1369,54290
1246,59827
2245,66001
6,41608
2577,64180
2577,24529
1993,46892
1937,29183
34,57827
1057,32835
1509,26479
1509,60605
1509,50322
1151,40074
1151,50005
1462,34267
1252,29610
1252,30160
2228,65067
2222,14672
2222,48477
2222,31223
2096,65098
2096,61990
2096,43406
1400,13927
146,20281
146,15815
2081,39813
1668,13769
1668,23262
2102,3329
2568,36813
2568,19769
2568,60148
2568,12566
2568,27956
2568,47978
2032,32265
15,5796
1861,66778
224,14151
224,10531
2109,24548
1183,32076
1119,35518
1619,47470
1619,57864
1619,19144
2236,24351
1103,51201
116,63251
1677,23392
1677,40825
1677,51365
1677,61375
1677,30970
1677,31340
1677,19844
1677,35649
2104,16815
2104,6160
2104,48493
1052,48984
1052,64310
1540,27488
1540,20703
1999,47593
1549,15857
2010,25916
2010,6709
2098,22836
1807,3844
1807,60683
1531,39579
1531,43390
1531,44563
1628,44833
1128,59268
2181,19508
2181,26282
32,63836
32,6358
2003,63002
2003,59278
2003,55602
1394,31316
2054,19768
1868,56371
1868,4077
1868,39748
1868,57003
1868,51993
1868,49476
1868,60229
1868,36002
1868,59243
1868,8177
1381,46763
1381,49664
2056,63683
1495,26077
1495,59769
1571,29514
1571,56382
1571,44312
1571,32728
1571,48518
2033,28529
2033,4684
2199,45099
2199,37776
1707,56523
71,40336
51,13468
51,8979
1270,5223
1725,60194
2057,41892
1204,2916
1204,15521
61,29070
61,32596
252,34993
252,31071
252,5890
2115,29402
1203,39615
1203,42924
1203,61290
1242,57250
202,12381
202,6134
202,15062
1932,62422
1932,58640
1092,23097
1092,30082
1092,19017
1092,4862
1092,12369
1092,15060
1667,27164
2070,16471
1979,61029
1979,7506
1979,55623
1979,59205
1979,3460
1979,50335
1208,65275
1208,63069
1208,55760
1208,58879
1208,5519
1208,53591
2015,43115
2083,10405
2083,52030
2233,27777
2233,38288
2233,41683
1199,60316
1199,2718
2136,36404
207,22644
1068,30813
1068,31323
1692,52237
1692,48887
1663,31275
1244,53345
1244,54458
2088,65093
2092,15737
2227,32607
1652,47961
1652,55894
1652,7151
1604,60768
1604,63181
1740,46162
1740,35446
1740,6370
1482,53257
708,55469
183,29490
183,62439
183,52377
201,9302
21,41586
63,49860
117,66526
2598,42307
2615,3890
2615,60174
1980,39929
1900,13103
1877,41421
1951,60715
2594,19835
2594,24938
505,49048
505,64862
870,21342
641,58104
641,18388
641,11889
684,20715
684,58014
379,25830
379,22484
751,9673
1833,43356
2580,37248
1916,16198
847,12260
980,23707
669,37092
669,7539
669,13811
669,5442
669,16050
110,8619
110,31797
1941,9338
1941,66189
306,5113
524,54107
524,23144
524,62300
524,38200
524,17796
729,31116
729,3884
729,23630
729,43821
729,19945
577,37406
577,38216
514,5852
514,15486
514,10505
514,34977
517,44779
517,57148
517,35285
177,25845
177,25638
177,32391
177,6902
691,56827
691,31041
691,14937
691,60060
238,66193
206,9453
1010,43638
1010,23873
1010,65631
1010,54338
197,46615
197,64312
546,51076
546,22750
546,46538
988,10942
988,54668
7,61501
7,43363
1948,36070
441,41953
441,31226
441,13508
689,14708
689,31833
631,5499
631,19847
631,34085
384,24065
384,58915
384,19149
384,30928
384,17847
384,9280
475,27134
475,20316
475,23180
357,6290
357,8485
357,42493
783,18856
369,36532
369,63179
1992,64997
811,30062
666,12306
648,8249
856,13334
856,18536
754,34179
391,24613
391,18651
655,4014
842,47599
842,40503
842,45531
842,32110
842,10108
806,15099
806,44749
401,47338
281,33659
281,22996
281,49697
281,25553
1834,3802
606,60056
606,3663
362,54151
362,55892
127,26946
488,7267
488,15077
642,55155
414,42264
414,51324
414,64602
414,35815
414,22078
414,49646
1007,38215
1007,8679
1007,46889
1007,41832
715,47934
715,59406
715,11705
594,53372
594,14057
333,62378
333,41081
237,55409
2607,58546
2607,9038
2607,66472
2607,51902
2607,37710
109,39100
198,51610
1967,40215
1860,5482
2578,58201
2578,24905
35,3345
760,30383
18,60632
18,43665
18,42940
18,31010
18,44004
203,10774
428,2782
361,16907
361,6149
345,15492
345,57307
739,27087
458,39454
458,48612
274,25358
172,48049
1998,44474
1998,28184
2573,40428
639,65633
639,64302
580,23648
580,55744
778,17528
616,42585
565,52428
565,45316
565,62740
565,65056
565,56389
565,30534
565,42334
565,43563
565,32663
565,25034
565,11117
565,13750
565,51450
565,38500
972,52862
1885,22892
978,65352
590,56743
590,54659
141,2986
1956,55144
387,15368
387,5840
387,11597
387,19451
29,26072
230,16991
301,9052
548,42103
548,39295
658,36625
658,31790
658,5477
537,65780
537,64200
485,43203
485,50897
485,46878
485,25299
731,66753
84,5475
374,59599
44,44935
235,6223
235,23060
534,18815
656,24940
426,49790
426,47511
742,55448
831,35691
831,47760
831,65765
831,35943
831,62938
1839,57048
722,26455
968,26324
968,19155
1994,59451
1887,34683
914,14448
914,39531
884,25993
726,56205
726,15580
226,52537
653,48349
408,13234
773,7047
407,48819
407,56305
407,66639
798,58320
798,45849
798,51541
798,50439
798,62769
798,43504
466,4360
466,17839
413,56127
413,60102
270,4823
1971,21800
852,3022
852,14768
913,52719
849,39175
849,46555
849,13707
752,61617
752,60153
752,47117
752,51480
267,26972
267,21398
267,61523
157,65176
157,53295
1,66307
600,49578
600,10862
395,41761
430,19265
430,37816
430,43186
430,29735
511,4724
511,7940
850,65437
836,38855
836,42215
27,62617
496,29395
496,55003
54,54062
54,52770
132,62301
371,60143
553,21453
553,29716
553,61400
553,18744
1968,43968
105,56572
891,57666
583,32447
583,19913
583,18180
583,40903
583,14118
583,27731
583,29873
583,45896
583,24089
864,28721
561,3651
435,18425
455,9908
455,51872
455,11676
455,49519
455,20772
455,14138
486,55242
486,58963
486,65408
486,64258
486,11736
94,30198
692,54684
692,58058
692,13300
573,10541
573,37738
698,6224
443,29790
926,29895
796,48286
717,40043
263,32609
608,20116
608,25894
608,21751
608,28851
16,34864
995,17256
1858,66367
645,45828
645,45559
1905,42993
977,63059
977,42823
248,2807
98,60964
98,51969
1975,26270
1975,31129
1975,19996
1989,43998
1972,43998
530,54905
530,5910
530,34242
530,33731
530,30986
588,13208
588,15914
122,16189
122,4435
982,35975
982,44250
2592,48279
464,28985
464,8337
464,26212
542,10615
542,57725
554,65492
554,60470
1915,30389
336,55942
1903,41473
37,14503
37,19563
112,19563
324,48354
186,48354
4,7592
78,48354
1892,48354
447,10150
447,17248
624,45191
624,41065
624,25068
624,58935
624,33283
129,12010
129,59196
777,52977
777,33535
499,20107
499,65504
499,24148
499,45735
679,30293
651,45876
651,62177
651,42290
733,34718
351,33011
351,17900
351,26955
1945,37549
1945,59424
1881,13932
1964,58896
118,33430
118,25797
30,65533
30,30103
178,43021
720,36287
258,53145
781,4068
781,20006
217,12255
805,9964
805,30307
805,37844
528,41312
825,44169
829,30069
405,30590
405,10318
405,52031
993,66521
993,59680
993,19571
993,49222
993,53282
993,64101
993,28617
993,50682
993,10653
993,33145
993,19640
993,23778
993,39622
341,19286
1923,51419
557,52781
1909,52358
1872,57096
309,32914
603,35119
603,46790
712,17411
774,25840
584,39915
584,66200
584,40715
745,43756
261,5264
734,31856
25,18948
1001,64267
789,28656
789,20176
789,40757
815,20745
801,22630
801,64888
801,29049
971,46947
794,41379
632,8165
632,60484
570,41645
570,65952
10,18642
10,28812
12,30244
1938,42320
1938,51257
704,35382
456,60053
456,62216
68,18972
1878,49225
611,55601
611,6559
611,3241
611,56981
680,42632
190,43545
291,37326
291,39044
2608,31046
57,46190
57,50671
57,22720
57,12765
381,25615
792,20246
792,24292
322,36570
322,23020
322,45623
322,41028
882,44561
208,10117
208,38569
1907,47880
500,61493
500,33806
282,15992
282,9469
91,18567
91,26336
670,42365
922,62115
922,66854
922,7776
136,27277
587,8725
587,5545
599,33896
599,30940
143,6748
143,23305
311,18613
46,57211
46,12082
432,25071
432,49236
868,65344
1929,61485
1929,49182
1882,10708
634,55303
634,13838
1997,49301
1997,28127
991,17346
2605,52149
2605,4985
2605,12154
539,41185
539,44324
569,45699
569,50544
569,25091
569,46087
569,18053
569,37088
569,63357
513,24451
1005,15228
1005,49177
1005,10627
769,61037
162,15165
2586,26259
2586,61961
87,5380
365,22338
365,26320
365,26871
365,20894
389,37911
389,51016
366,46409
366,50493
366,63457
366,37923
1910,55892
1983,39712
509,12821
509,16402
619,39525
522,21239
1962,34767
1962,33934
421,39971
1918,3660
1891,48863
519,53501
73,15554
826,27492
826,32956
862,56266
862,43026
862,28196
647,24295
924,5729
924,9376
1987,26947
867,53652
867,57456
867,44813
867,9531
867,14657
1943,4357
50,39551
8,19220
1936,23838
438,22549
438,60135
278,58816
278,13904
292,37690
292,64037
1875,57785
1875,9625
451,34302
451,30266
494,53753
494,57880
494,61897
675,33326
919,23209
919,26888
919,34495
1888,43275
1888,64768
1888,36298
878,66090
331,26637
331,30783
331,37747
349,22790
349,20570
286,64912
286,56193
38,62958
383,35829
1018,12974
786,11954
834,56157
702,9820
662,49400
765,6018
724,44068
232,50354
737,44752
551,21773
676,6324
562,21524
492,16275
492,41386
1023,42028
338,46753
402,35325
402,27085
873,24416
718,19638
877,57384
396,46770
423,51716
423,55065
423,63478
124,35010
124,19203
289,40884
289,56615
628,42116
575,51209
490,21158
490,29624
490,20312
874,7869
987,5658
147,41170
222,61881
614,57931
614,5236
747,10730
210,61497
210,42540
210,49950
818,61045
818,40312
134,59962
134,55084
134,63434
840,6430
541,41834
833,39593
613,66285
613,9694
613,62271
160,25406
181,40529
417,14342
417,3051
417,10695
757,13595
757,16179
757,51999
757,47957
2597,8181
2597,3910
171,34818
809,54883
758,41992
673,33966
673,45126
673,34000
673,42163
673,10124
558,13084
558,10179
40,41538
40,46220
444,5949
255,25175
2590,9263
1984,51454
1897,44382
1836,47981
916,37697
916,5636
636,36652
921,29752
921,5750
921,10482
921,19212
921,30884
921,26215
962,29838
962,34528
229,3427
229,6745
682,64460
452,35176
452,26426
2601,30974
2601,26767
2601,20749
892,54742
892,65488
1960,16570
194,21328
245,2641
1002,22555
130,14354
130,34991
247,15721
106,45025
106,44305
106,27415
449,47401
449,35844
449,23131
449,37995
449,22347
449,56654
138,48741
138,43955
749,14637
749,4137
749,47881
749,51876
749,65653
1856,6851
1856,38491
1947,17533
1947,12928
335,21825
335,52396
225,63152
225,39509
225,63855
225,57136
225,43116
706,26908
593,34448
593,49924
687,40996
687,9641
687,35304
859,28796
664,35633
696,10146
284,17917
284,15584
256,32022
256,27698
256,21218
213,64112
838,64564
299,22566
299,29086
299,33149
1978,26951
1978,3929
694,15929
802,65683
70,41448
2575,35680
297,54482
297,16036
297,5521
297,9703
297,57245
1008,50763
48,63780
148,62883
33,58165
898,34435
898,19323
74,54254
844,53704
881,36122
102,39598
102,54808
305,27026
997,58787
785,53660
66,55093
66,16937
66,10154
473,36060
473,40877
1014,38287
354,33977
790,4587
762,35108
2248,56526
2248,58900
2248,12161
2369,27587
2369,51393
2348,28515
2334,11850
2334,17455
2253,27583
2267,20915
2267,49088
2327,20916
2265,32113
2265,7748
959,30046
2365,10852
2365,44934
2322,65951
2314,16533
2368,66559
2368,42661
2304,5886
2304,28288
2337,58647
2266,31437
2266,65521
2266,43885
939,19330
2375,54886
2375,56707
2375,4658
2375,52796
2375,30648
2375,5071
2364,17378
2364,48967
2309,17943
2309,54361
2309,58311
2309,13344
2252,58311
941,25332
941,18978
941,16428
941,13559
2374,21228
2374,31883
2374,55473
2374,13182
2374,52406
2249,8885
2257,33737
2262,15974
905,41841
905,48005
906,38392
2333,62347
2333,65877
2307,35547
934,4913
2274,39962
2298,65643
2298,24200
2298,38116
2298,33295
2277,26437
2277,13789
2277,57077
2277,5793
2277,9954
2277,31297
2277,18442
2312,31732
2312,6909
2363,40226
2363,46933
2363,14146
2320,32660
2320,24555
2320,2877
2320,29600
2320,7944
2320,30087
2269,4806
2269,58093
2269,34743
2318,15659
909,57564
909,40927
2358,15278
2345,59054
2329,33627
2329,56082
2323,61605
933,35464
2354,11417
2344,65825
2344,56366
2263,13214
2263,9693
2263,4454
2332,28927
2332,58069
2332,17375
2332,4402
2332,45361
2332,8261
2332,11065
2276,32137
2276,4482
2276,13131
2268,54769
2268,8950
2268,17801
937,42814
2251,40594
2255,36465
2373,7423
2373,12555
2373,65389
954,51689
954,48850
954,15111
954,64759
954,58539
2264,44796
2264,29231
2317,48118
2317,35270
2317,61023
2317,47434
2355,40340
2355,46998
2355,45146
2355,9093
2355,48593
911,43417
2372,30190
2372,25651
2372,3540
2321,51144
2321,40067
2258,60907
945,34237
2250,31368
2335,24092
951,16323
951,26773
956,50641
2278,20670
2325,42984
2296,66868
2360,61483
2360,2723
2306,27203
2324,58010
2315,39229
2315,64539
2341,14078
2311,32708
2273,13341
2273,4583
902,22258
2350,17785
2350,51291
2343,66455
953,9956
2316,52165
2316,55599
2361,59157
2328,58759
2275,63951
2275,32502
2275,4790
2275,60637
2338,21325
2352,38793
2352,64420
2271,24733
2271,16332
2271,13366
2340,4731
929,9028
2353,58355
931,39681
931,45977
2326,38449
2260,37381
2261,60443
2261,62263
2261,50220
2319,41676
2331,53137
2300,31043
2300,21879
2313,27393
2279,26348
2279,28208
2308,8812
2308,5158
2272,54670
2359,7097
2305,12653
2270,37542
2297,55362
2339,25452
2301,53022
2301,54877
2301,13228
2259,64095
2367,24717
2367,28789
2256,25354
2256,35306
2356,24696
2357,47315
2303,39089
2303,18218
2303,37171
2303,31037
2303,32955
2303,41223
2303,45303
2303,24686
2336,34312
949,33844
942,13985
901,23756
2346,56658
2346,59127
2346,38131
2299,44849
2371,3318
2371,7128
2351,41497
2351,32757
2351,33979
2351,41202
2351,37592
947,6304
2362,54363
